"Fund ID","Department ID","Program ID","Account ID","Fund","Department","Description","Actuals 2016","Actuals 2017"
1001,41080,131,520522,"General Fund","HR - Human Resources","Social Security Expense",-193,"-"
1001,41080,133,520522,"General Fund","HR - Human Resources","Social Security Expense",-193,"-"
1001,41080,134,520522,"General Fund","HR - Human Resources","Social Security Expense",-193,"-"
1001,41080,135,520522,"General Fund","HR - Human Resources","Social Security Expense",-300,"-"
1001,41080,101,520523,"General Fund","HR - Human Resources","Medicare Expense","-1,817","-4,233"
1001,41080,131,520523,"General Fund","HR - Human Resources","Medicare Expense",-45,"-"
1001,41080,133,520523,"General Fund","HR - Human Resources","Medicare Expense",-45,"-"
1001,41080,134,520523,"General Fund","HR - Human Resources","Medicare Expense",-45,"-"
1001,41080,135,520523,"General Fund","HR - Human Resources","Medicare Expense",-70,"-"
1001,41080,101,520527,"General Fund","HR - Human Resources","IMRF Contributions","-18,427","-42,141"
1001,41080,131,520527,"General Fund","HR - Human Resources","IMRF Contributions",-447,"-"
1001,41080,133,520527,"General Fund","HR - Human Resources","IMRF Contributions",-447,"-"
1001,41080,134,520527,"General Fund","HR - Human Resources","IMRF Contributions",-447,"-"
1001,41080,135,520527,"General Fund","HR - Human Resources","IMRF Contributions",-697,"-"
1001,41080,133,520668,"General Fund","HR - Human Resources","Unemployment Ins Payments","-26,922","-"
1001,41080,101,530646,"General Fund","HR - Human Resources","Pre-employment Testing","-","-"
1001,41080,101,530642,"General Fund","HR - Human Resources","Background Check",-477,"-3,517"
1001,41080,134,530642,"General Fund","HR - Human Resources","Background Check",-569,"-1,471"
1001,41080,101,530650,"General Fund","HR - Human Resources","Conferences Training","-3,114","-2,401"
1001,41080,101,530652,"General Fund","HR - Human Resources","Training Services","-5,340","-8,584"
1001,41080,134,530652,"General Fund","HR - Human Resources","Training Services",-485,"-"
1001,41080,135,530652,"General Fund","HR - Human Resources","Training Services","-6,700","-"
1001,41080,101,530658,"General Fund","HR - Human Resources","Temporary Services","-","-"
1001,41080,101,530667,"General Fund","HR - Human Resources","External Support","-53,980","-156,907"
1001,41080,131,530667,"General Fund","HR - Human Resources","External Support","-3,704","-3,324"
1001,41080,134,530678,"General Fund","HR - Human Resources","Medical Fees","-","-6,000"
1001,41080,134,530667,"General Fund","HR - Human Resources","External Support","-41,729","-8,278"
1001,41080,101,550601,"General Fund","HR - Human Resources","Printing",-82,-41
1001,41080,101,550602,"General Fund","HR - Human Resources","Membership Dues","-1,932","-3,583"
1001,41080,131,550602,"General Fund","HR - Human Resources","Membership Dues",-525,"-"
1001,41080,134,550602,"General Fund","HR - Human Resources","Membership Dues",-390,"-"
1001,41080,101,550603,"General Fund","HR - Human Resources","Postage",-663,"-1,070"
1001,41080,133,550603,"General Fund","HR - Human Resources","Postage",-20,"-"
1001,41080,134,550603,"General Fund","HR - Human Resources","Postage",-20,"-"
1001,41080,101,550605,"General Fund","HR - Human Resources","Travel & Mileage Reimbursement",-30,-27
1001,41080,101,550606,"General Fund","HR - Human Resources","Books & Subscriptions",-66,"-"
1001,41080,101,560620,"General Fund","HR - Human Resources","Office Supplies","-2,652","-5,423"
1001,41080,101,550671,"General Fund","HR - Human Resources","Office Machine Service","-",-41
1001,41080,101,560616,"General Fund","HR - Human Resources","Toner Cartridges","-",-380
1001,41080,101,560638,"General Fund","HR - Human Resources","Special Events",-57,-98
1001,41080,134,560638,"General Fund","HR - Human Resources","Special Events",-70,"-"
1001,41080,101,560639,"General Fund","HR - Human Resources","Advertising","-1,210","-5,522"
1001,41080,134,560639,"General Fund","HR - Human Resources","Advertising","-3,289",-455
1001,41080,101,560651,"General Fund","HR - Human Resources","Employees Awards Recognition","-","-"
1001,41080,101,560652,"General Fund","HR - Human Resources","Employee Physicals","-","-19,364"
1001,41080,134,560652,"General Fund","HR - Human Resources","Employee Physicals","-4,200","-"
1001,41070,101,510501,"General Fund","LEGAL - Law","Regular Salaries","-275,562","-304,327"
1001,41070,101,510503,"General Fund","LEGAL - Law","Overtime","-","-"
1001,41070,101,510506,"General Fund","LEGAL - Law","Equip Allow (Auto,Phone,Tools)",-507,-505
1001,41070,101,520520,"General Fund","LEGAL - Law","Life Insurance Expense",-182,-279
1001,41070,101,520521,"General Fund","LEGAL - Law","Health Insurance Expense","-50,907","-63,210"
1001,41070,101,520522,"General Fund","LEGAL - Law","Social Security Expense","-13,964","-16,378"
1001,41070,101,520523,"General Fund","LEGAL - Law","Medicare Expense","-3,789","-4,291"
1001,41070,101,520515,"General Fund","LEGAL - Law","Health Insurance Opt Out","-1,150","-2,107"
1001,41070,101,520527,"General Fund","LEGAL - Law","IMRF Contributions","-39,210","-43,015"
1001,41070,101,530650,"General Fund","LEGAL - Law","Conferences Training","-2,709","-2,759"
1001,41070,101,530658,"General Fund","LEGAL - Law","Temporary Services","-","-20,597"
1001,41070,101,530667,"General Fund","LEGAL - Law","External Support","-231,772","-150,760"
1001,41070,101,550601,"General Fund","LEGAL - Law","Printing","-","-"
1001,41070,101,550602,"General Fund","LEGAL - Law","Membership Dues","-2,513","-2,499"
1001,41070,101,550603,"General Fund","LEGAL - Law","Postage","-1,149",-898
1001,41070,101,550605,"General Fund","LEGAL - Law","Travel & Mileage Reimbursement",-46,-642
1001,41070,101,550606,"General Fund","LEGAL - Law","Books & Subscriptions","-5,053","-1,518"
1001,41070,101,560620,"General Fund","LEGAL - Law","Office Supplies","-2,202","-1,680"
1001,46300,101,510501,"General Fund","Community Relations","Regular Salaries","-107,950","-150,009"
1001,46300,101,520515,"General Fund","Community Relations","Health Insurance Opt Out","-1,509","-1,504"
1001,46300,101,520520,"General Fund","Community Relations","Life Insurance Expense",-91,-186
1001,46300,101,520521,"General Fund","Community Relations","Health Insurance Expense","-8,948","-24,246"
1001,46300,101,520522,"General Fund","Community Relations","Social Security Expense","-6,641","-9,147"
1001,46300,101,520523,"General Fund","Community Relations","Medicare Expense","-1,553","-2,139"
1001,46300,101,520527,"General Fund","Community Relations","IMRF Contributions","-15,294","-20,425"
1001,46300,101,530662,"General Fund","Community Relations","Boards Commissions Support","-1,878","-2,121"
1001,46300,101,530667,"General Fund","Community Relations","External Support","-21,109","-19,081"
1001,46300,314,530667,"General Fund","Community Relations","External Support",-158,"-"
1001,46300,101,550601,"General Fund","Community Relations","Printing",-41,"-"
1001,46300,101,550602,"General Fund","Community Relations","Membership Dues",-50,-50
1001,46300,101,550603,"General Fund","Community Relations","Postage",-34,-6
1001,46300,101,530650,"General Fund","Community Relations","Conferences Training","-","-"
1001,46300,101,560620,"General Fund","Community Relations","Office Supplies","-1,106",-925
1001,46202,101,510501,"General Fund","DCS - Planning Division","Regular Salaries","-241,712","-249,757"
1001,46202,101,510503,"General Fund","DCS - Planning Division","Overtime",-132,"-"
1001,46202,101,520515,"General Fund","DCS - Planning Division","Health Insurance Opt Out","-2,414","-2,407"
1001,46202,101,520520,"General Fund","DCS - Planning Division","Life Insurance Expense",-273,-279
1001,46202,101,520521,"General Fund","DCS - Planning Division","Health Insurance Expense","-33,428","-33,135"
1001,46202,101,520522,"General Fund","DCS - Planning Division","Social Security Expense","-14,487","-14,833"
1001,46202,101,520523,"General Fund","DCS - Planning Division","Medicare Expense","-3,388","-3,469"
1001,46202,101,520527,"General Fund","DCS - Planning Division","IMRF Contributions","-34,616","-35,491"
1001,46202,101,530650,"General Fund","DCS - Planning Division","Conferences Training","-2,843","-2,833"
1001,46202,101,530667,"General Fund","DCS - Planning Division","External Support","-140,285","-20,089"
1001,46202,101,550601,"General Fund","DCS - Planning Division","Printing",-71,"-3,725"
1001,46202,101,550602,"General Fund","DCS - Planning Division","Membership Dues","-1,774","-2,167"
1001,46202,332,550602,"General Fund","DCS - Planning Division","Membership Dues",-50,"-"
1001,46202,101,550603,"General Fund","DCS - Planning Division","Postage","-",-10
1001,46202,101,550605,"General Fund","DCS - Planning Division","Travel & Mileage Reimbursement",-6,-16
1001,46202,332,550606,"General Fund","DCS - Planning Division","Books & Subscriptions",45,"-"
1001,46202,101,550606,"General Fund","DCS - Planning Division","Books & Subscriptions",-845,-884
1001,46202,101,550652,"General Fund","DCS - Planning Division","Legal Postings and Doc. Fees",-532,"-5,902"
1001,46202,103,550652,"General Fund","DCS - Planning Division","Legal Postings and Doc. Fees",-259,"-"
1001,46202,332,550652,"General Fund","DCS - Planning Division","Legal Postings and Doc. Fees",-644,"-"
1001,46202,603,550652,"General Fund","DCS - Planning Division","Legal Postings and Doc. Fees","-5,047","-"
1001,46205,101,510501,"General Fund","DCS - Business Services","Regular Salaries","-112,478","-174,916"
1001,46205,101,510503,"General Fund","DCS - Business Services","Overtime","-",-215
1001,46205,101,520520,"General Fund","DCS - Business Services","Life Insurance Expense",-91,-372
1001,46205,101,520521,"General Fund","DCS - Business Services","Health Insurance Expense","-14,010","-67,285"
1001,46205,101,520522,"General Fund","DCS - Business Services","Social Security Expense","-6,736","-10,518"
1001,46205,101,520523,"General Fund","DCS - Business Services","Medicare Expense","-1,575","-2,460"
1001,46205,101,520527,"General Fund","DCS - Business Services","IMRF Contributions","-15,938","-24,623"
1001,46205,101,530642,"General Fund","DCS - Business Services","Background Check","-2,674","-1,971"
1001,46205,101,530658,"General Fund","DCS - Business Services","Temporary Services","-","-2,175"
1001,46205,101,530650,"General Fund","DCS - Business Services","Conferences Training",-758,"-2,508"
1001,46205,101,530667,"General Fund","DCS - Business Services","External Support","-","-"
1001,46205,101,550601,"General Fund","DCS - Business Services","Printing",-232,-227
1001,46205,101,550602,"General Fund","DCS - Business Services","Membership Dues","-1,003","-1,036"
1001,46205,101,550605,"General Fund","DCS - Business Services","Travel & Mileage Reimbursement",-107,-98
1001,46205,101,560634,"General Fund","DCS - Business Services","Sign Replacement","-102,006","-19,334"
1001,46206,101,510501,"General Fund","DCS - Neighborhood Services","Regular Salaries","-412,955","-501,922"
1001,46206,201,510501,"General Fund","DCS - Neighborhood Services","Regular Salaries",-924,"-"
1001,46206,601,510501,"General Fund","DCS - Neighborhood Services","Regular Salaries","-98,302","-"
1001,46206,101,510503,"General Fund","DCS - Neighborhood Services","Overtime","-1,869","-1,152"
1001,46206,601,510503,"General Fund","DCS - Neighborhood Services","Overtime",-590,"-"
1001,46206,101,510999,"General Fund","DCS - Neighborhood Services","Grant Admin. - Salaries","192,653","201,738"
1001,46206,101,510506,"General Fund","DCS - Neighborhood Services","Equip Allow (Auto,Phone,Tools)",-707,-281
1001,46206,101,510519,"General Fund","DCS - Neighborhood Services","Vacation Time Payout","-","-9,649"
1001,46206,101,520515,"General Fund","DCS - Neighborhood Services","Health Insurance Opt Out","-4,514","-4,005"
1001,46206,101,520520,"General Fund","DCS - Neighborhood Services","Life Insurance Expense",-332,-837
1001,46206,601,520520,"General Fund","DCS - Neighborhood Services","Life Insurance Expense",-316,"-"
1001,46206,101,520521,"General Fund","DCS - Neighborhood Services","Health Insurance Expense","-21,323","-91,445"
1001,46206,601,520521,"General Fund","DCS - Neighborhood Services","Health Insurance Expense","-21,810","-"
1001,46206,101,520522,"General Fund","DCS - Neighborhood Services","Social Security Expense","-29,133","-33,206"
1001,46206,601,520522,"General Fund","DCS - Neighborhood Services","Social Security Expense","-6,015","-"
1001,46206,101,520523,"General Fund","DCS - Neighborhood Services","Medicare Expense","-6,813","-7,766"
1001,46206,601,520523,"General Fund","DCS - Neighborhood Services","Medicare Expense","-1,407","-"
1001,46206,101,520527,"General Fund","DCS - Neighborhood Services","IMRF Contributions","-69,936","-79,121"
1001,46206,601,520527,"General Fund","DCS - Neighborhood Services","IMRF Contributions","-14,047","-"
1001,46206,101,520999,"General Fund","DCS - Neighborhood Services","Grant Admin. - Benefits","55,501","59,187"
1001,46206,101,530642,"General Fund","DCS - Neighborhood Services","Background Check","-","-"
1001,46206,101,530650,"General Fund","DCS - Neighborhood Services","Conferences Training","-3,294","-3,492"
1001,46206,201,530650,"General Fund","DCS - Neighborhood Services","Conferences Training","-3,935","-"
1001,46206,101,530667,"General Fund","DCS - Neighborhood Services","External Support","-4,733","-17,124"
1001,46206,201,530667,"General Fund","DCS - Neighborhood Services","External Support","-1,861","-"
1001,46206,101,540660,"General Fund","DCS - Neighborhood Services","Emergency Services (bps)",-110,-361
1001,46206,601,540660,"General Fund","DCS - Neighborhood Services","Emergency Services (bps)",-321,"-"
1001,46206,101,550601,"General Fund","DCS - Neighborhood Services","Printing",-784,-276
1001,46206,101,550602,"General Fund","DCS - Neighborhood Services","Membership Dues",-640,"-2,059"
1001,46206,201,550602,"General Fund","DCS - Neighborhood Services","Membership Dues",-237,"-"
1001,46206,101,550603,"General Fund","DCS - Neighborhood Services","Postage","-2,688","-2,004"
1001,46206,201,550605,"General Fund","DCS - Neighborhood Services","Travel & Mileage Reimbursement",-14,"-"
1001,46206,101,550606,"General Fund","DCS - Neighborhood Services","Books and Subscriptions","-",-840
1001,46206,101,550652,"General Fund","DCS - Neighborhood Services","Legal Postings and Doc. Fees","-",-85
1001,46206,101,560620,"General Fund","DCS - Neighborhood Services","Office Supplies",-85,-65
1001,46206,201,560620,"General Fund","DCS - Neighborhood Services","Office Supplies",-66,"-"
1001,46206,101,560625,"General Fund","DCS - Neighborhood Services","Clothing",-78,"-"
1001,46206,101,560631,"General Fund","DCS - Neighborhood Services","Operational Supplies",-69,"-2,395"
1001,46206,101,570711,"General Fund","DCS - Neighborhood Services","Software","-",-367
1001,46206,300,585612,"General Fund","DCS - Neighborhood Services","Housing Rehab Property Grants","-","-75,991"
1001,46206,357,585616,"General Fund","DCS - Neighborhood Services","Relocation Expenses","-","-"
1001,46206,101,585651,"General Fund","DCS - Neighborhood Services","Retail Rehab Grant Programs","-3,561","-14,924"
1001,46206,230,585652,"General Fund","DCS - Neighborhood Services","Operating Subsidies- OP Housing Auth.","-","-35,000"
1001,46206,240,585652,"General Fund","DCS - Neighborhood Services","Operating Subsidies- OP Reg. Hous. Ctr.","-425,000","-425,000"
1001,46206,280,585652,"General Fund","DCS - Neighborhood Services","Operating Subsidies- OP Residence Corp.","-35,000","-35,000"
1001,46250,101,510501,"General Fund","DCS - Permit Processing","Regular Salaries","-455,787","-385,862"
1001,46250,101,510503,"General Fund","DCS - Permit Processing","Overtime","-6,141",-301
1001,46250,101,510519,"General Fund","DCS - Permit Processing","Vacation Time Payout",-786,"-"
1001,46250,101,510521,"General Fund","DCS - Permit Processing","Holiday Pay",-143,"-"
1001,46250,101,520515,"General Fund","DCS - Permit Processing","Health Insurance Opt Out","-4,993","-"
1001,46250,101,520520,"General Fund","DCS - Permit Processing","Life Insurance Expense",-745,-651
1001,46250,101,520521,"General Fund","DCS - Permit Processing","Health Insurance Expense","-126,639","-69,018"
1001,46250,101,520522,"General Fund","DCS - Permit Processing","Social Security Expense","-25,469","-22,372"
1001,46250,101,520523,"General Fund","DCS - Permit Processing","Medicare Expense","-5,956","-5,232"
1001,46250,101,520527,"General Fund","DCS - Permit Processing","IMRF Contributions","-57,822","-54,313"
1001,46250,101,530650,"General Fund","DCS - Permit Processing","Conferences Training","-5,759","-8,277"
1001,46250,101,530662,"General Fund","DCS - Permit Processing","Boards Commissions Support","-","-1,084"
1001,46250,101,530667,"General Fund","DCS - Permit Processing","External Support","-996,279","-1,040,057"
1001,46250,101,530675,"General Fund","DCS - Permit Processing","Bank Charges","-2,270","-8,063"
1001,46250,101,550601,"General Fund","DCS - Permit Processing","Printing","-1,085",-661
1001,46250,101,550602,"General Fund","DCS - Permit Processing","Membership Dues",-750,-300
1001,46250,101,550603,"General Fund","DCS - Permit Processing","Postage",-10,"-"
1001,46250,101,550605,"General Fund","DCS - Permit Processing","Travel & Mileage Reimbursement",-11,"-"
1001,46250,101,550606,"General Fund","DCS - Permit Processing","Books & Subscriptions","-1,774",-380
1001,46250,101,560620,"General Fund","DCS - Permit Processing","Office Supplies",-983,-519
1001,46250,101,560631,"General Fund","DCS - Permit Processing","Operational Supplies",-656,"-"
1001,46260,101,510501,"General Fund","DCS Administration","Regular Salaries","-148,497","-169,794"
1001,46260,101,510503,"General Fund","DCS Administration","Overtime",-565,"-"
1001,46260,101,510506,"General Fund","DCS Administration","Equip Allow (Auto,Phone,Tools)",-253,-251
1001,46260,101,520515,"General Fund","DCS Administration","Health Insurance Opt Out","-1,509","-1,469"
1001,46260,101,520520,"General Fund","DCS Administration","Life Insurance Expense",-228,-279
1001,46260,101,520521,"General Fund","DCS Administration","Health Insurance Expense","-17,732","-18,018"
1001,46260,101,520522,"General Fund","DCS Administration","Social Security Expense","-8,491","-9,866"
1001,46260,101,520523,"General Fund","DCS Administration","Medicare Expense","-2,100","-2,386"
1001,46260,101,520527,"General Fund","DCS Administration","IMRF Contributions","-18,136","-20,862"
1001,46260,101,530649,"General Fund","DCS Administration","Sales Tax Rebate","-","-1,947"
1001,46260,101,530650,"General Fund","DCS Administration","Conferences Training","-2,787",-873
1001,46260,103,530650,"General Fund","DCS Administration","Conferences Training",-650,"-"
1001,46260,101,530658,"General Fund","DCS Administration","Temporary services","-","-13,044"
1001,46260,101,530667,"General Fund","DCS Administration","External Support","-48,730","-115,723"
1001,46260,101,550601,"General Fund","DCS Administration","Printing","-","-"
1001,46260,101,550602,"General Fund","DCS Administration","Membership Dues",-910,-200
1001,46260,101,550603,"General Fund","DCS Administration","Postage","-3,287","-2,592"
1001,46260,101,550605,"General Fund","DCS Administration","Travel & Mileage Reimbursement",-43,"-"
1001,46260,101,560620,"General Fund","DCS Administration","Office Supplies","-7,444","-8,816"
1001,46260,101,560625,"General Fund","DCS Administration","Clothing",-779,"-1,076"
1001,46260,101,560650,"General Fund","DCS Administration","Volunteer Recog Recruitment",-185,"-"
1001,46260,101,581807,"General Fund","DCS Administration","Loan Principal","-386,418","-632,725"
1001,46260,101,581808,"General Fund","DCS Administration","Loan Interest Expense","-35,647","-38,321"
1001,46260,101,583670,"General Fund","DCS Administration","Affordable Housing","-","-"
1001,46260,101,585656,"General Fund","DCS Administration","Operating Subsidies- Chamber of Comm.","-116,342","-102,000"
1001,46260,231,585652,"General Fund","DCS Administration","Operating Subsidies- Visit OP","-212,499","-212,500"
1001,46260,232,585652,"General Fund","DCS Administration","Operating Subsidies- OPEDC","-533,160","-657,970"
1001,46260,233,585652,"General Fund","DCS Administration","Operating Subsidies- OP Arts Council","-142,400","-245,899"
1001,41300,101,510501,"General Fund","Finance","Regular Salaries","-327,559","-611,724"
1001,41300,170,510501,"General Fund","Finance","Regular Salaries","-116,315","-"
1001,41300,171,510501,"General Fund","Finance","Regular Salaries","-164,557",-940
1001,41300,175,510501,"General Fund","Finance","Regular Salaries",-211,"-"
1001,41300,101,510502,"General Fund","Finance","Merit Incentives","-","-"
1001,41300,101,510503,"General Fund","Finance","Overtime",-138,"-10,813"
1001,41300,171,510503,"General Fund","Finance","Overtime","-7,264","-"
1001,41300,101,510522,"General Fund","Finance","Turnover savings- Villagewide","-","-"
1001,41300,101,510999,"General Fund","Finance","Grant Admin. - Salaries","1,639","1,232"
1001,41300,101,510506,"General Fund","Finance","Equip Allow (Auto,Phone,Tools)",-507,-652
1001,41300,101,510519,"General Fund","Finance","Vacation Time Payout","-7,071","-"
1001,41300,101,520515,"General Fund","Finance","Health Insurance Opt Out","-","-1,800"
1001,41300,170,520515,"General Fund","Finance","Health Insurance Opt Out","-4,964","-"
1001,41300,171,520515,"General Fund","Finance","Health Insurance Opt Out","-1,464","-"
1001,41300,101,520520,"General Fund","Finance","Life Insurance Expense",-363,"-1,024"
1001,41300,170,520520,"General Fund","Finance","Life Insurance Expense",-182,"-"
1001,41300,171,520520,"General Fund","Finance","Life Insurance Expense",-364,"-"
1001,41300,175,520520,"General Fund","Finance","Life Insurance Expense",-1,"-"
1001,41300,101,520521,"General Fund","Finance","Health Insurance Expense","-78,968","-185,638"
1001,41300,171,520521,"General Fund","Finance","Health Insurance Expense","-45,695","-"
1001,41300,175,520521,"General Fund","Finance","Health Insurance Expense",-156,"-"
1001,41300,101,520522,"General Fund","Finance","Social Security Expense","-20,338","-35,503"
