Fund ID,Department ID,Program ID,Account ID,Fund,Department,Description,Actuals 2020,Actuals 2021,Estimates 2022,Estimates 2023
1001,41020,201,510506,General Fund,Village Manager's Office (VMO),"Equip Allow (Auto,Phone,Tools)",‐,‐,‐,‐
1001,41020,202,510506,General Fund,Village Manager's Office (VMO),"Equip Allow (Auto,Phone,Tools)",‐,‐,‐,-504
1001,41020,101,520515,General Fund,Village Manager's Office (VMO),Health Insurance Opt‐out,‐,‐,‐,‐
1001,41020,101,520519,General Fund,Village Manager's Office (VMO),Vacation Time Payout,‐,"-16,748",‐,‐
1001,41020,101,520520,General Fund,Village Manager's Office (VMO),Life Insurance Expense,"-1,001",-792,-372,-465
1001,41020,201,520520,General Fund,Village Manager's Office (VMO),Life Insurance Expense,‐,‐,‐,-186
1001,41020,202,520520,General Fund,Village Manager's Office (VMO),Life Insurance Expense,‐,‐,‐,-372
1001,41020,101,520521,General Fund,Village Manager's Office (VMO),Health Insurance Expense,"-73,213","-84,919","-96,624","-138,539"
1001,41020,201,520521,General Fund,Village Manager's Office (VMO),Health Insurance Expense,‐,‐,‐,"-54,842"
1001,41020,202,520521,General Fund,Village Manager's Office (VMO),Health Insurance Expense,‐,‐,‐,"-79,081"
1001,41020,101,520522,General Fund,Village Manager's Office (VMO),Social Security Expense,"-24,281","-31,371","-34,276","-41,894"
1001,41020,201,520522,General Fund,Village Manager's Office (VMO),Social Security Expense,‐,‐,‐,"-14,793"
1001,41020,202,520522,General Fund,Village Manager's Office (VMO),Social Security Expense,‐,‐,‐,"-19,824"
1001,41020,101,520523,General Fund,Village Manager's Office (VMO),Medicare Expense,"-6,593","-7,700","-8,017","-11,494"
1001,41020,201,520523,General Fund,Village Manager's Office (VMO),Medicare Expense,‐,‐,‐,"-3,460"
1001,41020,202,520523,General Fund,Village Manager's Office (VMO),Medicare Expense,‐,‐,‐,"-4,636"
1001,41020,101,520527,General Fund,Village Manager's Office (VMO),IMRF Contributions,"-42,079","-46,444","-31,400","-20,958"
1001,41020,201,520527,General Fund,Village Manager's Office (VMO),IMRF Contributions,‐,‐,‐,"-5,831"
1001,41020,202,520527,General Fund,Village Manager's Office (VMO),IMRF Contributions,‐,‐,‐,"-8,729"
1001,41020,101,560651,General Fund,Village Manager's Office (VMO),Employees Awards Recognition,"-7,337","-7,879","-9,000","-9,000"
1001,41020,101,530650,General Fund,Village Manager's Office (VMO),Conferences Training,-907,-603,"-14,000","-26,325"
1001,41020,201,530650,General Fund,Village Manager's Office (VMO),Conferences Training,‐,‐,‐,"-10,000"
1001,41020,202,530650,General Fund,Village Manager's Office (VMO),Conferences Training,‐,‐,‐,"-3,000"
1001,41020,101,530651,General Fund,Village Manager's Office (VMO),Incentives,‐,‐,‐,‐
1001,41020,101,530660,General Fund,Village Manager's Office (VMO),General Contractuals,‐,‐,‐,‐
1001,41020,201,530660,General Fund,Village Manager's Office (VMO),General Contractuals,‐,‐,‐,"-50,000"
1001,41020,202,530660,General Fund,Village Manager's Office (VMO),General Contractuals,‐,‐,‐,"-120,000"
1001,41020,101,530662,General Fund,Village Manager's Office (VMO),Boards Commissions Support,"-8,598","-5,931","-20,000","-20,000"
1001,41020,103,530662,General Fund,Village Manager's Office (VMO),Boards Commissions Support,‐,‐,‐,‐
1001,41020,321,530662,General Fund,Village Manager's Office (VMO),Boards Commissions Support,‐,‐,‐,‐
1001,41020,332,530662,General Fund,Village Manager's Office (VMO),Boards Commissions Support,‐,‐,‐,‐
1001,41020,101,530667,General Fund,Village Manager's Office (VMO),External Support,"-77,713","-397,095","-922,716","-902,716"
1001,41020,201,530667,General Fund,Village Manager's Office (VMO),External Support,‐,‐,‐,"-65,000"
1001,41020,202,530667,General Fund,Village Manager's Office (VMO),External Support,‐,‐,‐,"-33,500"
1001,41020,101,530687,General Fund,Village Manager's Office (VMO),Township Interventionist Program,‐,‐,‐,‐
1001,41020,101,550601,General Fund,Village Manager's Office (VMO),Printing,"-2,920",-82,"-3,000","-3,000"
1001,41020,201,550601,General Fund,Village Manager's Office (VMO),Printing,‐,‐,‐,"-5,000"
1001,41020,202,550601,General Fund,Village Manager's Office (VMO),Printing,‐,‐,‐,"-31,500"
1001,41020,101,550602,General Fund,Village Manager's Office (VMO),Membership Dues,"-28,406","-37,233","-34,500","-37,400"
1001,41020,201,550602,General Fund,Village Manager's Office (VMO),Membership Dues,‐,‐,‐,-500
1001,41020,202,550602,General Fund,Village Manager's Office (VMO),Membership Dues,‐,‐,‐,"-1,200"
1001,41020,101,550603,General Fund,Village Manager's Office (VMO),Postage,-107,-53,-400,-400
1001,41020,201,550603,General Fund,Village Manager's Office (VMO),Postage,‐,‐,‐,-200
1001,41020,202,550603,General Fund,Village Manager's Office (VMO),Postage,‐,‐,‐,"-29,550"
1001,41020,101,550605,General Fund,Village Manager's Office (VMO),Travel & Mileage Reimbursement,‐,-15,-50,-50
1001,41020,201,550605,General Fund,Village Manager's Office (VMO),Travel & Mileage Reimbursement,‐,‐,‐,"-1,000"
1001,41020,202,550605,General Fund,Village Manager's Office (VMO),Travel & Mileage Reimbursement,‐,‐,‐,-50
1001,41020,101,550606,General Fund,Village Manager's Office (VMO),Books & Subscriptions,‐,-150,-150,-150
1001,41020,201,550606,General Fund,Village Manager's Office (VMO),Books & Subscriptions,‐,‐,‐,"-2,300"
1001,41020,202,550606,General Fund,Village Manager's Office (VMO),Books & Subscriptions,‐,‐,‐,-250
1001,41020,101,560616,General Fund,Village Manager's Office (VMO),Toner Cartridges,‐,‐,‐,‐
1001,41020,101,560620,General Fund,Village Manager's Office (VMO),Office Supplies,"-2,740","-2,932","-4,000","-4,000"
1001,41020,201,560620,General Fund,Village Manager's Office (VMO),Office Supplies,‐,‐,‐,"-1,000"
1001,41020,202,560620,General Fund,Village Manager's Office (VMO),Office Supplies,‐,‐,‐,-500
1001,41020,101,560625,General Fund,Village Manager's Office (VMO),Clothing,‐,‐,‐,"-1,000"
1001,41020,101,560631,General Fund,Village Manager's Office (VMO),Operational Supplies,‐,‐,‐,‐
1001,41020,201,560631,General Fund,Village Manager's Office (VMO),Operational Supplies,‐,‐,‐,"-1,000"
1001,41020,202,560631,General Fund,Village Manager's Office (VMO),Operational Supplies,‐,‐,‐,"-2,500"
1001,41020,101,560638,General Fund,Village Manager's Office (VMO),Special Events,"-1,293","-1,804","-4,500","-4,500"
1001,41020,201,560638,General Fund,Village Manager's Office (VMO),Special Events,‐,‐,‐,"-50,000"
1001,41020,202,570710,General Fund,Village Manager's Office (VMO),Equipment,‐,‐,‐,"-15,000"
1001,41020,202,570711,General Fund,Village Manager's Office (VMO),Software,‐,‐,‐,"-3,800"
1001,41110,101,510501,General Fund,Communication,Regular Salaries,"-275,830","-317,756","-334,652",‐
1001,41110,101,510503,General Fund,Communication,Overtime,-21,"20,185",‐,‐
1001,41110,101,510506,General Fund,Communication,"Equip Allow (Auto,Phone,Tools)",-508,-505,-504,‐
1001,41110,101,520515,General Fund,Communication,Health Insurance Opt Out,‐,-121,‐,‐
1001,41110,101,520520,General Fund,Communication,Life Insurance Expense,-337,-336,-326,‐
1001,41110,101,520521,General Fund,Communication,Health Insurance Expense,"-37,868","-61,529","-57,000",‐
1001,41110,101,520522,General Fund,Communication,Social Security Expense,"-16,433","-18,617","-19,422",‐
1001,41110,101,520523,General Fund,Communication,Medicare Expense,"-3,844","-4,354","-4,541",‐
1001,41110,101,520527,General Fund,Communication,IMRF Contributions,"-21,848","-26,592","-18,000",‐
1001,41110,101,530650,General Fund,Communication,Conferences Training,‐,‐,-750,‐
1001,41110,101,530660,General Fund,Communication,General Contractuals,"-59,955","-43,139","-135,000",‐
1001,41110,113,530660,General Fund,Communication,General Contractuals,‐,‐,‐,‐
1001,41110,101,530667,General Fund,Communication,External Support,"-7,546","-8,479","-13,500",‐
1001,41110,113,530667,General Fund,Communication,External Support,‐,‐,‐,‐
1001,41110,101,550601,General Fund,Communication,Printing,"-14,765","-18,611","-27,500",‐
1001,41110,101,550602,General Fund,Communication,Membership Dues,‐,‐,"-1,200",‐
1001,41110,101,550603,General Fund,Communication,Postage,"-13,264","-25,240","-26,035",‐
1001,41110,101,550605,General Fund,Communication,Travel & Mileage Reimbursement,‐,‐,‐,‐
1001,41110,101,550606,General Fund,Communication,Books & Subscriptions,-449,-541,-250,‐
1001,41110,101,550666,General Fund,Communication,Public Information Promotions,‐,‐,‐,‐
1001,41110,101,560620,General Fund,Communication,Office Supplies,-58,-181,-300,‐
1001,41110,101,560631,General Fund,Communication,Operational Supplies,-675,-360,"-2,000",‐
1001,41110,113,560631,General Fund,Communication,Operational Supplies,‐,‐,‐,‐
1001,41110,101,570710,General Fund,Communication,Equipment,"-22,035","-6,508","-12,000",‐
1001,41110,101,570711,General Fund,Communication,Software,‐,"-1,570","-1,500",‐
1001,41080,101,510501,General Fund,HR ‐ Human Resources,Regular Salaries,"-245,310","-244,523","-301,589","-377,791"
1001,41080,101,510503,General Fund,HR ‐ Human Resources,Overtime,‐,-10,"-1,000","-1,000"
1001,41080,101,510515,General Fund,HR ‐ Human Resources,Comp Time,-971,‐,‐,‐
1001,41080,101,510506,General Fund,HR ‐ Human Resources,"Equip Allow (Auto,Phone,Tools)",‐,‐,-504,-504
1001,41080,101,510519,General Fund,HR ‐ Human Resources,Vacation Time Payout,‐,‐,‐,‐
1001,41080,101,520505,General Fund,HR ‐ Human Resources,Tuition Reimbursement,"-2,752","-2,300","-5,000","-5,000"
1001,41080,101,520515,General Fund,HR ‐ Human Resources,Health Insurance Opt Out,"-1,446",‐,‐,‐
1001,41080,101,520520,General Fund,HR ‐ Human Resources,Life Insurance Expense,-259,-257,-331,-349
1001,41080,101,520521,General Fund,HR ‐ Human Resources,Health Insurance Expense,"-52,719","-45,311","-52,000","-74,773"
1001,41080,101,520522,General Fund,HR ‐ Human Resources,Social Security Expense,"-14,172","-13,973","-17,361","-23,485"
1001,41080,101,520523,General Fund,HR ‐ Human Resources,Medicare Expense,"-3,315","-3,268","-4,060","-5,492"
1001,41080,101,520527,General Fund,HR ‐ Human Resources,IMRF Contributions,"-22,451","-21,574","-16,200","-10,341"
1001,41080,133,520668,General Fund,HR ‐ Human Resources,Unemployment Ins Payments,‐,"-8,303","-25,000","-25,000"
1001,41080,101,530646,General Fund,HR ‐ Human Resources,Pre‐employment Testing,"-5,769","-16,016","-18,000","-18,000"
1001,41080,101,530642,General Fund,HR ‐ Human Resources,Background Check,"-1,406","-3,325","-7,500","-7,500"
1001,41080,134,530642,General Fund,HR ‐ Human Resources,Background Check,-877,-513,"-2,500","-2,500"
1001,41080,101,530650,General Fund,HR ‐ Human Resources,Conferences Training,"-2,035","-3,317","-5,000","-5,000"
1001,41080,131,530650,General Fund,HR ‐ Human Resources,Conferences Training,‐,‐,‐,‐
1001,41080,101,530652,General Fund,HR ‐ Human Resources,Training Services,"-22,000",-140,"-30,000","-45,000"
1001,41080,134,530655,General Fund,HR ‐ Human Resources,Consultant Fees,‐,‐,‐,‐
1001,41080,101,530658,General Fund,HR ‐ Human Resources,Temporary Services,"-4,975","-59,746","-75,000","-75,000"
1001,41080,101,530667,General Fund,HR ‐ Human Resources,External Support,"-53,358","-56,173","-60,000","-60,000"
1001,41080,134,530667,General Fund,HR ‐ Human Resources,External Support,"-38,763","-36,109","-83,561","-85,000"
1001,41080,134,530678,General Fund,HR ‐ Human Resources,Medical Fees,‐,‐,"-2,500","-2,500"
1001,41080,101,550601,General Fund,HR ‐ Human Resources,Printing,-41,‐,-250,-250
1001,41080,101,550602,General Fund,HR ‐ Human Resources,Membership Dues,"-6,728","-1,960","-5,000","-5,000"
1001,41080,101,550603,General Fund,HR ‐ Human Resources,Postage,-164,-288,"-1,000","-1,000"
1001,41080,101,550605,General Fund,HR ‐ Human Resources,Travel & Mileage Reimbursement,‐,‐,-200,-200
1001,41080,101,550606,General Fund,HR ‐ Human Resources,Books & Subscriptions,-107,‐,-200,-200
1001,41080,101,560620,General Fund,HR ‐ Human Resources,Office Supplies,-622,"-1,293","-2,000","-4,900"
1001,41080,101,550671,General Fund,HR ‐ Human Resources,Office Machine Service,‐,‐,-200,-200
1001,41080,101,560616,General Fund,HR ‐ Human Resources,Toner Cartridges,‐,‐,"-1,000","-1,000"
1001,41080,101,560638,General Fund,HR ‐ Human Resources,Special Events,‐,"-1,000","-1,000","-2,500"
1001,41080,101,560639,General Fund,HR ‐ Human Resources,Advertising,"-9,408","-22,115","-50,000","-40,000"
1001,41080,101,560651,General Fund,HR ‐ Human Resources,Employees Awards Recognition,‐,"-2,000","-2,000","-4,000"
1001,41080,101,560652,General Fund,HR ‐ Human Resources,Employee Physicals,"-4,204","-2,907","-10,000","-10,000"
1001,41070,101,510501,General Fund,LEGAL ‐ Law,Regular Salaries,"-363,446","-370,817","-376,246","-422,412"
1001,41070,101,510503,General Fund,LEGAL ‐ Law,Overtime,-23,‐,"-1,000","-1,000"
1001,41070,101,510506,General Fund,LEGAL ‐ Law,"Equip Allow (Auto,Phone,Tools)",-508,-505,-504,-504
1001,41070,101,520520,General Fund,LEGAL ‐ Law,Life Insurance Expense,-283,-258,-264,-279
1001,41070,101,520521,General Fund,LEGAL ‐ Law,Health Insurance Expense,"-25,241","-23,058","-17,000","-46,462"
1001,41070,101,520522,General Fund,LEGAL ‐ Law,Social Security Expense,"-19,909","-20,279","-22,815","-23,392"
1001,41070,101,520523,General Fund,LEGAL ‐ Law,Medicare Expense,"-5,120","-5,237","-5,336","-6,139"
1001,41070,101,520515,General Fund,LEGAL ‐ Law,Health Insurance Opt Out,‐,‐,‐,‐
1001,41070,101,520527,General Fund,LEGAL ‐ Law,IMRF Contributions,"-30,421","-28,758","-19,000","-11,559"
1001,41070,101,530650,General Fund,LEGAL ‐ Law,Conferences Training,-580,-690,"-4,000","-5,000"
1001,41070,101,530658,General Fund,LEGAL ‐ Law,Temporary Services,‐,‐,‐,‐
1001,41070,101,530667,General Fund,LEGAL ‐ Law,External Support,"-129,910","-154,623","-180,000","-185,000"
1001,41070,101,550601,General Fund,LEGAL ‐ Law,Printing,‐,‐,-50,-50
1001,41070,101,550602,General Fund,LEGAL ‐ Law,Membership Dues,"-1,969","-1,639","-2,000","-2,000"
1001,41070,101,550603,General Fund,LEGAL ‐ Law,Postage,-198,-427,-500,-500
1001,41070,101,550605,General Fund,LEGAL ‐ Law,Travel & Mileage Reimbursement,-72,-92,"-1,500","-1,500"
1001,41070,101,550606,General Fund,LEGAL ‐ Law,Books & Subscriptions,"-3,877","-3,839","-4,500","-4,500"
1001,41070,101,560620,General Fund,LEGAL ‐ Law,Office Supplies,-437,"-1,182","-2,000","-2,000"
1001,46300,101,510501,General Fund,Community Relations,Regular Salaries,"-170,315","-175,892","-179,400","-180,893"
1001,46300,101,510503,General Fund,Community Relations,Overtime,‐,‐,‐,‐
1001,46300,101,510515,General Fund,Community Relations,Comp Time,‐,‐,‐,‐
1001,46300,101,510509,General Fund,Community Relations,Comp Time Payout,-35,‐,‐,‐
1001,46300,101,520515,General Fund,Community Relations,Health Insurance Opt Out,‐,‐,‐,‐
1001,46300,101,520520,General Fund,Community Relations,Life Insurance Expense,-188,-187,-190,-186
1001,46300,101,520521,General Fund,Community Relations,Health Insurance Expense,"-24,620","-17,119","-18,900","-19,629"
1001,46300,101,520522,General Fund,Community Relations,Social Security Expense,"-10,050","-10,509","-10,712","-11,215"
1001,46300,101,520523,General Fund,Community Relations,Medicare Expense,"-2,350","-2,458","-2,513","-2,623"
1001,46300,101,520527,General Fund,Community Relations,IMRF Contributions,"-15,088","-14,669","-9,600","-4,938"
1001,46300,101,530662,General Fund,Community Relations,Boards Commissions Support,‐,‐,‐,‐
1001,46300,101,530667,General Fund,Community Relations,External Support,-643,-378,"-18,402","-42,500"
1001,46300,101,550601,General Fund,Community Relations,Printing,‐,‐,-500,-500
1001,46300,101,550602,General Fund,Community Relations,Membership Dues,‐,‐,-50,-50
1001,46300,101,550603,General Fund,Community Relations,Postage,-6,‐,-25,-50
1001,46300,101,530650,General Fund,Community Relations,Conferences Training,‐,‐,"-1,000","-2,000"
1001,46300,101,560620,General Fund,Community Relations,Office Supplies,-196,-209,-500,-500
1001,46202,101,510501,General Fund,DCS ‐ Planning Division,Regular Salaries,"-257,164","-259,633","-261,000","-261,542"
1001,46202,101,510503,General Fund,DCS ‐ Planning Division,Overtime,-41,‐,‐,‐
1001,46202,101,510515,General Fund,DCS ‐ Planning Division,Comp Time,-226,"-1,613",‐,‐
1001,46202,101,510509,General Fund,DCS ‐ Planning Division,Comp Time Payout,-959,‐,‐,‐
1001,46202,101,520515,General Fund,DCS ‐ Planning Division,Health Insurance Opt Out,‐,-121,‐,‐
1001,46202,101,520520,General Fund,DCS ‐ Planning Division,Life Insurance Expense,-282,-281,-283,-279
1001,46202,101,520521,General Fund,DCS ‐ Planning Division,Health Insurance Expense,"-33,423","-56,390","-56,868","-73,883"
1001,46202,101,520522,General Fund,DCS ‐ Planning Division,Social Security Expense,"-15,303","-14,812","-15,019","-16,216"
1001,46202,101,520523,General Fund,DCS ‐ Planning Division,Medicare Expense,"-3,579","-3,464","-3,531","-3,792"
1001,46202,101,520527,General Fund,DCS ‐ Planning Division,IMRF Contributions,"-22,885","-21,799","-14,200","-7,140"
1001,46202,101,530650,General Fund,DCS ‐ Planning Division,Conferences Training,-855,‐,-900,"-5,400"
1001,46202,101,530667,General Fund,DCS ‐ Planning Division,External Support,"-25,225","-19,242","-25,000","-112,600"
1001,46202,101,550601,General Fund,DCS ‐ Planning Division,Printing,‐,‐,-100,-100
1001,46202,101,550602,General Fund,DCS ‐ Planning Division,Membership Dues,-980,-813,"-1,730","-2,005"
1001,46202,101,550603,General Fund,DCS ‐ Planning Division,Postage,‐,‐,‐,‐
1001,46202,101,550605,General Fund,DCS ‐ Planning Division,Travel & Mileage Reimbursement,‐,‐,‐,-50
1001,46202,101,550606,General Fund,DCS ‐ Planning Division,Books & Subscriptions,‐,-911,-880,-890
1001,46202,101,550652,General Fund,DCS ‐ Planning Division,Legal Postings and Doc. Fees,"-8,036","-8,785","-8,000","-9,000"
1001,46202,101,570720,General Fund,DCS ‐ Planning Division,Computer Equipment,"-9,199",-,-,-962
1001,46206,101,510501,General Fund,DCS ‐ Neighborhood Services,Regular Salaries,"-693,527","-615,472","-620,000","-641,859"
1001,46206,101,510503,General Fund,DCS ‐ Neighborhood Services,Overtime,"-2,681","-1,695","-3,500","-3,500"
1001,46206,101,510515,General Fund,DCS ‐ Neighborhood Services,Comp Time,‐,‐,‐,‐
1001,46206,101,510999,General Fund,DCS ‐ Neighborhood Services,Grant Admin. ‐ Salaries,"193,346","158,534","148,308","152,813"
1001,46206,101,510506,General Fund,DCS ‐ Neighborhood Services,"Equip Allow (Auto,Phone,Tools)",‐,‐,‐,‐
1001,46206,101,510509,General Fund,DCS ‐ Neighborhood Services,Comp Time Payout,‐,‐,‐,‐
1001,46206,101,510519,General Fund,DCS ‐ Neighborhood Services,Vacation Time Payout,‐,"-5,137",‐,‐
1001,46206,101,520515,General Fund,DCS ‐ Neighborhood Services,Health Insurance Opt Out,"-1,509",-793,‐,‐
1001,46206,101,520520,General Fund,DCS ‐ Neighborhood Services,Life Insurance Expense,"-1,065",-928,-833,"-1,023"
1001,46206,101,520521,General Fund,DCS ‐ Neighborhood Services,Health Insurance Expense,"-136,502","-100,062","-80,000","-126,989"
1001,46206,101,520522,General Fund,DCS ‐ Neighborhood Services,Social Security Expense,"-43,625","-41,891","-40,020","-40,005"
1001,46206,101,520523,General Fund,DCS ‐ Neighborhood Services,Medicare Expense,"-10,197","-9,797","-9,360","-9,358"
1001,46206,101,520527,General Fund,DCS ‐ Neighborhood Services,IMRF Contributions,"-65,856","-58,823","-35,400","-17,618"
1001,46206,101,520536,General Fund,DCS ‐ Neighborhood Services,Dependent Care FSA Match,-333,‐,‐,‐
1001,46206,101,520999,General Fund,DCS ‐ Neighborhood Services,Grant Admin. ‐ Benefits,"48,755","38,601","62,149","47,187"
1001,46206,101,530642,General Fund,DCS ‐ Neighborhood Services,Background Check,-791,-565,-500,"-1,000"
1001,46206,101,530650,General Fund,DCS ‐ Neighborhood Services,Conferences Training,-797,‐,"-5,181","-8,530"
1001,46206,101,530667,General Fund,DCS ‐ Neighborhood Services,External Support,"-2,990","-5,201","-15,000","-25,000"
1001,46206,101,540660,General Fund,DCS ‐ Neighborhood Services,Emergency Services (bps),"-1,038",-764,"-1,000","-10,000"
1001,46206,101,550601,General Fund,DCS ‐ Neighborhood Services,Printing,‐,-45,-250,-540
1001,46206,101,550602,General Fund,DCS ‐ Neighborhood Services,Membership Dues,‐,-313,-360,-960
1001,46206,101,550603,General Fund,DCS ‐ Neighborhood Services,Postage,‐,‐,‐,‐
1001,46206,201,550605,General Fund,DCS ‐ Neighborhood Services,Travel & Mileage Reimbursement,‐,‐,‐,‐
1001,46206,101,550606,General Fund,DCS ‐ Neighborhood Services,Books and Subscriptions,-575,-575,-834,-940
1001,46206,101,550652,General Fund,DCS ‐ Neighborhood Services,Legal Postings and Doc. Fees,‐,‐,-50,-200
1001,46206,101,560620,General Fund,DCS ‐ Neighborhood Services,Office Supplies,‐,‐,‐,‐
1001,46206,101,560625,General Fund,DCS ‐ Neighborhood Services,Clothing,"-1,147",-385,-445,"-1,460"
1001,46206,101,560631,General Fund,DCS ‐ Neighborhood Services,Operational Supplies,"-1,774",-207,"-1,545","-1,545"
1001,46206,101,570711,General Fund,DCS ‐ Neighborhood Services,Software,‐,‐,‐,‐
1001,46206,300,585612,General Fund,DCS ‐ Neighborhood Services,Housing Rehab Property Grants,"-133,904",‐,"-150,000","-150,000"
1001,46206,357,585616,General Fund,DCS ‐ Neighborhood Services,Relocation Expenses,‐,‐,‐,"-5,000"
1001,46206,101,585651,General Fund,DCS ‐ Neighborhood Services,Retail Rehab Grant Programs,‐,‐,‐,‐
1001,46206,230,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies‐ OP Housing Auth.,"-35,000",‐,‐,‐
1001,46206,240,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies‐ OP Reg. Hous. Ctr.,"-300,000","-301,118","-300,000","-352,500"
1001,46206,280,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies‐ OP Residence Corp.,"-63,750","-35,000","-42,500","-42,500"
1001,46250,101,510501,General Fund,DCS ‐ Permit Processing,Regular Salaries,"-335,852","-291,771","-293,000","-385,287"
1001,46250,101,510503,General Fund,DCS ‐ Permit Processing,Overtime,-971,-632,"-2,500","-2,500"
1001,46250,101,510509,General Fund,DCS ‐ Permit Processing,Comp Time Payout,‐,‐,‐,‐
1001,46250,101,520515,General Fund,DCS ‐ Permit Processing,Health Insurance Opt Out,"-2,600",‐,‐,‐
1001,46250,101,510519,General Fund,DCS ‐ Permit Processing,Vacation Time Payout,‐,"-1,518",‐,‐
1001,46250,101,520520,General Fund,DCS ‐ Permit Processing,Life Insurance Expense,-471,-383,-377,-512
1001,46250,101,520521,General Fund,DCS ‐ Permit Processing,Health Insurance Expense,"-27,844","-27,762","-30,700","-78,314"
1001,46250,101,520522,General Fund,DCS ‐ Permit Processing,Social Security Expense,"-20,515","-17,807","-22,000","-24,188"
1001,46250,101,520523,General Fund,DCS ‐ Permit Processing,Medicare Expense,"-4,798","-4,165","-4,140","-5,658"
1001,46250,101,520527,General Fund,DCS ‐ Permit Processing,IMRF Contributions,"-30,063","-24,657","-15,700","-10,655"
1001,46250,101,530650,General Fund,DCS ‐ Permit Processing,Conferences Training,"-1,388","-3,516","-6,500","-9,400"
1001,46250,101,530667,General Fund,DCS ‐ Permit Processing,External Support,"-713,262","-959,911","-1,115,000","-1,400,000"
1001,46250,101,530675,General Fund,DCS ‐ Permit Processing,Bank Charges,"-16,000","-36,050","-25,000","-25,000"
1001,46250,101,550601,General Fund,DCS ‐ Permit Processing,Printing,-90,-829,"-1,500","-1,500"
1001,46250,101,550602,General Fund,DCS ‐ Permit Processing,Membership Dues,-665,-215,-500,-600
1001,46250,101,550605,General Fund,DCS ‐ Permit Processing,Travel & Mileage Reimbursement,‐,‐,-200,-200
1001,46250,101,550606,General Fund,DCS ‐ Permit Processing,Books & Subscriptions,"-3,049","-3,078","-5,000","-5,000"
1001,46250,101,560620,General Fund,DCS ‐ Permit Processing,Office Supplies,‐,‐,‐,‐
1001,46250,101,560631,General Fund,DCS ‐ Permit Processing,Operational Supplies,-987,"-1,160","-2,000","-5,540"
1001,46260,101,510501,General Fund,DCS Administration,Regular Salaries,"-270,863","-292,622","-273,700","-453,569"
1001,46260,101,510503,General Fund,DCS Administration,Overtime,-993,"-1,836",-500,-500
1001,46260,101,510506,General Fund,DCS Administration,"Equip Allow (Auto,Phone,Tools)",-169,-168,-168,-168
1001,46260,101,520515,General Fund,DCS Administration,Health Insurance Opt Out,-54,-193,‐,‐
1001,46260,101,520520,General Fund,DCS Administration,Life Insurance Expense,-328,-335,-286,-573
1001,46260,101,520521,General Fund,DCS Administration,Health Insurance Expense,"-30,855","-39,942","-25,700","-67,318"
