Fund ID,Department ID,Program ID,Account ID,Fund,Department,Description,Actuals 2018,Actuals 2019,Estimates 2020,Estimates 2021
1001,41110,101,560631,General Fund,Communication,Operational Supplies,-368,"-1,946","-2,500","-2,500"
1001,41110,113,560631,General Fund,Communication,Operational Supplies,‐,‐,‐,
1001,41110,101,570710,General Fund,Communication,Equipment,"-4,407","-13,867","-23,400","-12,500"
1001,41110,101,570711,General Fund,Communication,Software,‐,‐,"-3,100","-3,100"
1001,41080,101,510501,General Fund,HR ‐ Human Resources,Regular Salaries,"-280,783","-295,332","-230,570","-235,839"
1001,41080,101,510503,General Fund,HR ‐ Human Resources,Overtime,-457,-187,"-1,000","-1,000"
1001,41080,101,510515,General Fund,HR ‐ Human Resources,Comp Time,‐,‐,‐,‐
1001,41080,101,510506,General Fund,HR ‐ Human Resources,"Equip Allow (Auto,Phone,Tools)",-505,-181,-504,-504
1001,41080,101,510519,General Fund,HR ‐ Human Resources,Vacation Time Payout,‐,"-7,523",‐,‐
1001,41080,101,520505,General Fund,HR ‐ Human Resources,Tuition Reimbursement,"-2,891","-4,184","-5,000","-5,000"
1001,41080,101,520515,General Fund,HR ‐ Human Resources,Health Insurance Opt Out,"-2,596",-420,‐,‐
1001,41080,101,520520,General Fund,HR ‐ Human Resources,Life Insurance Expense,-294,-251,-256,-256
1001,41080,101,520521,General Fund,HR ‐ Human Resources,Health Insurance Expense,"-39,869","-30,334","-45,339","-49,390"
1001,41080,101,520522,General Fund,HR ‐ Human Resources,Social Security Expense,"-16,181","-14,710","-16,123","-16,354"
1001,41080,101,520523,General Fund,HR ‐ Human Resources,Medicare Expense,"-3,872","-3,440","-3,358","-3,434"
1001,41080,101,520527,General Fund,HR ‐ Human Resources,IMRF Contributions,"-28,027","-16,182","-20,401","-19,752"
1001,41080,133,520668,General Fund,HR ‐ Human Resources,Unemployment Ins Payments,"-28,870","-2,815","-25,000","-25,000"
1001,41080,101,530646,General Fund,HR ‐ Human Resources,Pre‐employment Testing,"-7,646","-6,730","-12,000","-12,000"
1001,41080,101,530642,General Fund,HR ‐ Human Resources,Background Check,"-2,878","-3,383","-5,000","-5,000"
1001,41080,134,530642,General Fund,HR ‐ Human Resources,Background Check,-892,"-2,029","-5,000","-2,500"
1001,41080,101,530650,General Fund,HR ‐ Human Resources,Conferences Training,"-6,738","-7,091","-8,000","-5,000"
1001,41080,131,530650,General Fund,HR ‐ Human Resources,Conferences Training,‐,‐,‐,
1001,41080,101,530652,General Fund,HR ‐ Human Resources,Training Services,"-15,102","-3,083","-22,000","-30,000"
1001,41080,134,530655,General Fund,HR ‐ Human Resources,Consultant Fees,‐,‐,‐,
1001,41080,101,530658,General Fund,HR ‐ Human Resources,Temporary Services,"-36,032","-33,729","-50,000","-50,000"
1001,41080,101,530667,General Fund,HR ‐ Human Resources,External Support,"-77,125","-47,454","-60,000","-60,000"
1001,41080,131,530667,General Fund,HR ‐ Human Resources,External Support,‐,‐,‐,
1001,41080,134,530678,General Fund,HR ‐ Human Resources,Medical Fees,"-3,591","-2,246","-5,000","-2,500"
1001,41080,134,530667,General Fund,HR ‐ Human Resources,External Support,"-20,900","-74,888","-74,000","-74,000"
1001,41080,101,550601,General Fund,HR ‐ Human Resources,Printing,-106,-263,-250,-250
1001,41080,101,550602,General Fund,HR ‐ Human Resources,Membership Dues,"-3,380","-2,422","-5,000","-5,000"
1001,41080,101,550603,General Fund,HR ‐ Human Resources,Postage,-773,-778,"-2,000","-1,000"
1001,41080,101,550605,General Fund,HR ‐ Human Resources,Travel & Mileage Reimbursement,-46,-38,-200,-200
1001,41080,101,550606,General Fund,HR ‐ Human Resources,Books & Subscriptions,‐,‐,-200,-200
1001,41080,101,560620,General Fund,HR ‐ Human Resources,Office Supplies,"-2,098","-3,022","-3,000","-2,000"
1001,41080,131,560620,General Fund,HR ‐ Human Resources,Office Supplies,‐,‐,‐,
1001,41080,132,560620,General Fund,HR ‐ Human Resources,Office Supplies,‐,‐,‐,
1001,41080,133,560620,General Fund,HR ‐ Human Resources,Office Supplies,‐,‐,‐,
1001,41080,134,560620,General Fund,HR ‐ Human Resources,Office Supplies,‐,‐,‐,
1001,41080,134,550652,General Fund,HR ‐ Human Resources,Legal Postings and Doc. Fees,‐,‐,‐,
1001,41080,101,550671,General Fund,HR ‐ Human Resources,Office Machine Service,‐,‐,-200,-200
1001,41080,101,560616,General Fund,HR ‐ Human Resources,Toner Cartridges,-306,-650,"-1,000","-1,000"
1001,41080,101,560638,General Fund,HR ‐ Human Resources,Special Events,-855,-978,"-1,000","-1,000"
1001,41080,101,560639,General Fund,HR ‐ Human Resources,Advertising,"-15,068","-11,382","-16,000","-10,000"
1001,41080,134,560639,General Fund,HR ‐ Human Resources,Advertising,‐,‐,,
1001,41080,101,560651,General Fund,HR ‐ Human Resources,Employees Awards Recognition,"-1,000",-83,"-2,000","-2,000"
1001,41080,101,560652,General Fund,HR ‐ Human Resources,Employee Physicals,"-6,038","-15,507","-10,000","-10,000"
1001,41070,101,510501,General Fund,LEGAL ‐ Law,Regular Salaries,"-333,092","-342,229","-366,623","-365,100"
1001,41070,101,510503,General Fund,LEGAL ‐ Law,Overtime,‐,-57,"-1,000","-1,000"
1001,41070,101,510506,General Fund,LEGAL ‐ Law,"Equip Allow (Auto,Phone,Tools)",-505,-505,-504,-504
1001,41070,101,520520,General Fund,LEGAL ‐ Law,Life Insurance Expense,-294,-280,-279,-279
1001,41070,101,520521,General Fund,LEGAL ‐ Law,Health Insurance Expense,"-26,517","-25,643","-25,092","-25,092"
1001,41070,101,520522,General Fund,LEGAL ‐ Law,Social Security Expense,"-17,923","-18,279","-19,606","-19,512"
1001,41070,101,520523,General Fund,LEGAL ‐ Law,Medicare Expense,"-4,713","-4,797","-5,331","-5,308"
1001,41070,101,520515,General Fund,LEGAL ‐ Law,Health Insurance Opt Out,"-2,407",‐,‐,‐
1001,41070,101,520527,General Fund,LEGAL ‐ Law,IMRF Contributions,"-33,050","-22,117","-32,388","-30,533"
1001,41070,101,530650,General Fund,LEGAL ‐ Law,Conferences Training,"-3,899","-2,843","-6,000","-4,000"
1001,41070,101,530658,General Fund,LEGAL ‐ Law,Temporary Services,‐,‐,‐,‐
1001,41070,101,530667,General Fund,LEGAL ‐ Law,External Support,"-153,620","-171,272","-200,000","-200,000"
1001,41070,101,550601,General Fund,LEGAL ‐ Law,Printing,‐,‐,-100,-100
1001,41070,101,550602,General Fund,LEGAL ‐ Law,Membership Dues,"-1,729","-2,029","-2,500","-2,000"
1001,41070,101,550603,General Fund,LEGAL ‐ Law,Postage,‐,-751,"-1,100","-1,000"
1001,41070,101,550605,General Fund,LEGAL ‐ Law,Travel & Mileage Reimbursement,-833,-806,-800,"-1,500"
1001,41070,101,550606,General Fund,LEGAL ‐ Law,Books & Subscriptions,"-3,164","-3,632","-6,000","-4,500"
1001,41070,101,560620,General Fund,LEGAL ‐ Law,Office Supplies,"-1,549","-2,266","-3,000","-2,500"
1001,46300,101,510501,General Fund,Community Relations,Regular Salaries,"-161,153","-170,578","-182,051","-171,371"
1001,46300,101,510503,General Fund,Community Relations,Overtime,-199,‐,‐,‐
1001,46300,101,510515,General Fund,Community Relations,Comp Time,-705,‐,‐,‐
1001,46300,101,510509,General Fund,Community Relations,Comp Time Payout,‐,-66,‐,‐
1001,46300,101,520515,General Fund,Community Relations,Health Insurance Opt Out,"-1,504",‐,‐,‐
1001,46300,101,520520,General Fund,Community Relations,Life Insurance Expense,-196,-187,-186,-186
1001,46300,101,520521,General Fund,Community Relations,Health Insurance Expense,"-17,883","-18,358","-17,069","-25,092"
1001,46300,101,520522,General Fund,Community Relations,Social Security Expense,"-9,806","-10,249","-11,287","-10,625"
1001,46300,101,520523,General Fund,Community Relations,Medicare Expense,"-2,293","-2,397","-2,640","-2,485"
1001,46300,101,520527,General Fund,Community Relations,IMRF Contributions,"-16,149","-10,862","-14,979","-14,292"
1001,46300,101,530662,General Fund,Community Relations,Boards Commissions Support,"-1,732",-100,‐,‐
1001,46300,101,530667,General Fund,Community Relations,External Support,"-20,440","-19,234","-22,500","-22,500"
1001,46300,101,550601,General Fund,Community Relations,Printing,‐,‐,"-2,500","-1,000"
1001,46300,101,550602,General Fund,Community Relations,Membership Dues,-50,-50,-50,-50
1001,46300,101,550603,General Fund,Community Relations,Postage,-10,-8,-150,-100
1001,46300,101,530650,General Fund,Community Relations,Conferences Training,"-1,000",‐,"-1,000","-1,000"
1001,46300,101,560620,General Fund,Community Relations,Office Supplies,-297,-134,-600,-500
1001,46202,101,510501,General Fund,DCS ‐ Planning Division,Regular Salaries,"-221,818","-259,105","-254,591","-255,166"
1001,46202,101,510503,General Fund,DCS ‐ Planning Division,Overtime,-106,-48,‐,‐
1001,46202,101,510515,General Fund,DCS ‐ Planning Division,Comp Time,-866,"-1,835",‐,‐
1001,46202,101,510509,General Fund,DCS ‐ Planning Division,Comp Time Payout,-558,"-2,056",‐,‐
1001,46202,101,520515,General Fund,DCS ‐ Planning Division,Health Insurance Opt Out,"-2,407",,‐,‐
1001,46202,101,520520,General Fund,DCS ‐ Planning Division,Life Insurance Expense,-263,-280,-279,-279
1001,46202,101,520521,General Fund,DCS ‐ Planning Division,Health Insurance Expense,"-29,939","-33,090","-32,379","-32,379"
1001,46202,101,520522,General Fund,DCS ‐ Planning Division,Social Security Expense,"-13,299","-15,610","-15,785","-15,820"
1001,46202,101,520523,General Fund,DCS ‐ Planning Division,Medicare Expense,"-3,110","-3,651","-3,692","-3,700"
1001,46202,101,520527,General Fund,DCS ‐ Planning Division,IMRF Contributions,"-22,270","-16,435","-22,429","-21,281"
1001,46202,101,530650,General Fund,DCS ‐ Planning Division,Conferences Training,"-2,718","-2,509","-3,800",-500
1001,46202,101,530667,General Fund,DCS ‐ Planning Division,External Support,"-37,676","-34,174","-48,000","-38,000"
1001,46202,101,550601,General Fund,DCS ‐ Planning Division,Printing,"-3,173",-90,-150,-100
1001,46202,101,550602,General Fund,DCS ‐ Planning Division,Membership Dues,"-2,092","-1,609","-2,265","-1,200"
1001,46202,101,550603,General Fund,DCS ‐ Planning Division,Postage,‐,,‐,
1001,46202,101,550605,General Fund,DCS ‐ Planning Division,Travel & Mileage Reimbursement,-4,,-50,-50
1001,46202,101,550606,General Fund,DCS ‐ Planning Division,Books & Subscriptions,-695,,-865,-870
1001,46202,101,550652,General Fund,DCS ‐ Planning Division,Legal Postings and Doc. Fees,"-5,971","-7,973","-6,000","-6,000"
1001,46205,101,510501,General Fund,DCS ‐ Business Services,Regular Salaries,"-129,806",‐,‐,‐
1001,46205,101,510503,General Fund,DCS ‐ Business Services,Overtime,-20,‐,‐,‐
1001,46205,101,520520,General Fund,DCS ‐ Business Services,Life Insurance Expense,-219,‐,‐,‐
1001,46205,101,520521,General Fund,DCS ‐ Business Services,Health Insurance Expense,"-17,728",‐,‐,‐
1001,46205,101,520522,General Fund,DCS ‐ Business Services,Social Security Expense,"-7,835",‐,‐,‐
1001,46205,101,520523,General Fund,DCS ‐ Business Services,Medicare Expense,"-1,832",‐,‐,‐
1001,46205,101,520527,General Fund,DCS ‐ Business Services,IMRF Contributions,"-12,836",‐,‐,‐
1001,46205,101,530642,General Fund,DCS ‐ Business Services,Background Check,"-1,998",‐,‐,‐
1001,46205,101,585651,General Fund,DCS ‐ Business Services,Retail Rehab Grant Programs,"-30,300",‐,‐,
1001,46205,101,530658,General Fund,DCS ‐ Business Services,Temporary Services,‐,‐,‐,‐
1001,46205,101,530650,General Fund,DCS ‐ Business Services,Conferences Training,-209,‐,‐,‐
1001,46205,101,530667,General Fund,DCS ‐ Business Services,External Support,"-100,000",‐,‐,‐
1001,46205,233,585652,General Fund,DCS ‐ Business Services,Operating Subsidies,"-197,928",‐,‐,‐
1001,46205,101,550601,General Fund,DCS ‐ Business Services,Printing,-497,‐,‐,‐
1001,46205,101,550602,General Fund,DCS ‐ Business Services,Membership Dues,-800,‐,‐,‐
1001,46205,101,550605,General Fund,DCS ‐ Business Services,Travel & Mileage Reimbursement,-46,‐,‐,‐
1001,46205,101,560634,General Fund,DCS ‐ Business Services,Sign Replacement,‐,‐,‐,‐
1001,46206,101,510501,General Fund,DCS ‐ Neighborhood Services,Regular Salaries,"-525,810","-607,310","-739,746","-754,930"
1001,46206,101,510503,General Fund,DCS ‐ Neighborhood Services,Overtime,-586,"-1,682","-3,500","-3,500"
1001,46206,101,510515,General Fund,DCS ‐ Neighborhood Services,Comp Time,‐,-403,‐,‐
1001,46206,101,510999,General Fund,DCS ‐ Neighborhood Services,Grant Admin. ‐ Salaries,"223,220","197,482","293,511","148,308"
1001,46206,101,510506,General Fund,DCS ‐ Neighborhood Services,"Equip Allow (Auto,Phone,Tools)",‐,,‐,‐
1001,46206,101,510509,General Fund,DCS ‐ Neighborhood Services,Comp Time Payout,-11,-166,‐,‐
1001,46206,101,510519,General Fund,DCS ‐ Neighborhood Services,Vacation Time Payout,"-1,479","-1,281",‐,‐
1001,46206,101,520515,General Fund,DCS ‐ Neighborhood Services,Health Insurance Opt Out,"-3,912",-107,‐,‐
1001,46206,101,520520,General Fund,DCS ‐ Neighborhood Services,Life Insurance Expense,-913,"-1,068","-1,116","-1,116"
1001,46206,101,520521,General Fund,DCS ‐ Neighborhood Services,Health Insurance Expense,"-129,780","-131,303","-159,813","-133,688"
1001,46206,101,520522,General Fund,DCS ‐ Neighborhood Services,Social Security Expense,"-33,518","-41,761","-46,081","-47,023"
1001,46206,101,520523,General Fund,DCS ‐ Neighborhood Services,Medicare Expense,"-7,839","-9,766","-10,777","-10,997"
1001,46206,101,520527,General Fund,DCS ‐ Neighborhood Services,IMRF Contributions,"-57,119","-46,080","-65,480","-63,253"
1001,46206,101,520999,General Fund,DCS ‐ Neighborhood Services,Grant Admin. ‐ Benefits,"60,981","49,038","51,183","62,149"
1001,46206,101,530642,General Fund,DCS ‐ Neighborhood Services,Background Check,‐,"-1,249","-2,000","-1,750"
1001,46206,101,530650,General Fund,DCS ‐ Neighborhood Services,Conferences Training,"-2,335","-1,750","-7,600",‐
1001,46206,101,530667,General Fund,DCS ‐ Neighborhood Services,External Support,"-9,956","-10,929","-15,085","-15,000"
1001,46206,101,540660,General Fund,DCS ‐ Neighborhood Services,Emergency Services (bps),"-7,401","-3,040","-25,000","-10,000"
1001,46206,101,550601,General Fund,DCS ‐ Neighborhood Services,Printing,-90,-382,-540,-540
1001,46206,101,550602,General Fund,DCS ‐ Neighborhood Services,Membership Dues,-287,-209,"-2,575",-500
1001,46206,101,550603,General Fund,DCS ‐ Neighborhood Services,Postage,‐,‐,‐,
1001,46206,201,550605,General Fund,DCS ‐ Neighborhood Services,Travel & Mileage Reimbursement,‐,‐,-100,-100
1001,46206,101,550606,General Fund,DCS ‐ Neighborhood Services,Books and Subscriptions,-49,‐,-600,-600
1001,46206,101,550652,General Fund,DCS ‐ Neighborhood Services,Legal Postings and Doc. Fees,‐,‐,-200,-200
1001,46206,101,560620,General Fund,DCS ‐ Neighborhood Services,Office Supplies,‐,‐,‐,
1001,46206,101,560625,General Fund,DCS ‐ Neighborhood Services,Clothing,‐,-385,"-1,288",-950
1001,46206,101,560631,General Fund,DCS ‐ Neighborhood Services,Operational Supplies,"-1,097",-698,"-2,065","-1,545"
1001,46206,101,570711,General Fund,DCS ‐ Neighborhood Services,Software,‐,‐,"-3,740",
1001,46206,300,585612,General Fund,DCS ‐ Neighborhood Services,Housing Rehab Property Grants,"-184,133","4,333","-150,000",
1001,46206,357,585616,General Fund,DCS ‐ Neighborhood Services,Relocation Expenses,‐,‐,"-5,000","-5,000"
1001,46206,101,585651,General Fund,DCS ‐ Neighborhood Services,Retail Rehab Grant Programs,‐,"-29,360",‐,
1001,46206,230,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies‐ OP Housing Auth.,"-35,000","-35,000","-35,000",‐
1001,46206,240,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies‐ OP Reg. Hous. Ctr.,"-425,000","-391,382","-300,000","-300,000"
1001,46206,280,585652,General Fund,DCS ‐ Neighborhood Services,Operating Subsidies‐ OP Residence Corp.,"-35,000","-38,750","-42,500","-35,000"
1001,46250,101,510501,General Fund,DCS ‐ Permit Processing,Regular Salaries,"-348,821","-354,745","-378,613","-353,958"
1001,46250,101,510503,General Fund,DCS ‐ Permit Processing,Overtime,-384,-979,"-5,000","-2,500"
1001,46250,101,510509,General Fund,DCS ‐ Permit Processing,Comp Time Payout,-544,‐,‐,‐
1001,46250,101,520515,General Fund,DCS ‐ Permit Processing,Health Insurance Opt Out,-264,-171,‐,‐
1001,46250,101,510519,General Fund,DCS ‐ Permit Processing,Vacation Time Payout,"-3,745",‐,‐,‐
1001,46250,101,520520,General Fund,DCS ‐ Permit Processing,Life Insurance Expense,-580,-525,-558,-512
1001,46250,101,520521,General Fund,DCS ‐ Permit Processing,Health Insurance Expense,"-90,804","-70,753","-83,959","-31,947"
1001,46250,101,520522,General Fund,DCS ‐ Permit Processing,Social Security Expense,"-20,359","-20,980","-23,784","-22,255"
1001,46250,101,520523,General Fund,DCS ‐ Permit Processing,Medicare Expense,"-4,761","-4,906","-5,562","-5,205"
1001,46250,101,520527,General Fund,DCS ‐ Permit Processing,IMRF Contributions,"-34,420","-22,845","-33,796","-29,937"
1001,46250,101,530650,General Fund,DCS ‐ Permit Processing,Conferences Training,"-8,444","-6,891","-7,000","-3,150"
1001,46250,101,530662,General Fund,DCS ‐ Permit Processing,Boards Commissions Support,‐,‐,‐,
1001,46250,101,530667,General Fund,DCS ‐ Permit Processing,External Support,"-978,479","-926,080","-945,500","-950,500"
1001,46250,101,530675,General Fund,DCS ‐ Permit Processing,Bank Charges,"-13,785","-19,492","-16,000","-20,000"
1001,46250,101,550601,General Fund,DCS ‐ Permit Processing,Printing,"-1,434","-1,386","-1,500","-1,500"
1001,46250,101,550602,General Fund,DCS ‐ Permit Processing,Membership Dues,-75,-550,"-1,000",-400
1001,46250,101,550605,General Fund,DCS ‐ Permit Processing,Travel & Mileage Reimbursement,‐,‐,-200,-200
1001,46250,101,550606,General Fund,DCS ‐ Permit Processing,Books & Subscriptions,"-5,321","-5,219","-5,600","-5,200"
1001,46250,101,560620,General Fund,DCS ‐ Permit Processing,Office Supplies,‐,‐,‐,
1001,46250,101,560631,General Fund,DCS ‐ Permit Processing,Operational Supplies,-541,"-3,358","-6,000","-1,800"
1001,46260,101,510501,General Fund,DCS Administration,Regular Salaries,"-168,091","-220,239","-227,699","-239,014"
1001,46260,101,510503,General Fund,DCS Administration,Overtime,-85,-528,-500,-500
1001,46260,101,510506,General Fund,DCS Administration,"Equip Allow (Auto,Phone,Tools)",-168,-168,-168,-168
1001,46260,101,520515,General Fund,DCS Administration,Health Insurance Opt Out,-525,‐,‐,‐
1001,46260,101,520520,General Fund,DCS Administration,Life Insurance Expense,-235,-256,-294,-294
1001,46260,101,520521,General Fund,DCS Administration,Health Insurance Expense,"-30,148","-28,601","-58,471","-23,066"
1001,46260,101,520522,General Fund,DCS Administration,Social Security Expense,"-9,747","-12,879","-13,932","-14,269"
1001,46260,101,520523,General Fund,DCS Administration,Medicare Expense,"-2,336","-3,068","-3,394","-3,473"
1001,46260,101,520527,General Fund,DCS Administration,IMRF Contributions,"-14,052","-13,269","-21,249","-19,975"
1001,46260,101,530649,General Fund,DCS Administration,Sales Tax Rebate,"-66,913","-348,373","-235,000","-210,000"
1001,46260,101,530650,General Fund,DCS Administration,Conferences Training,"-5,355","-7,902","-10,600","-1,500"
1001,46260,101,530658,General Fund,DCS Administration,Temporary services,‐,,‐,
1001,46260,101,530667,General Fund,DCS Administration,External Support,"-174,800","-174,568","-176,300","-183,000"
1001,46260,101,540668,General Fund,DCS Administration,Business District Outdoor Dining,‐,‐,‐,"-50,000"
1001,46260,101,550601,General Fund,DCS Administration,Printing,-176,-180,-200,-200
1001,46260,101,550602,General Fund,DCS Administration,Membership Dues,-395,"-2,095","-2,262","-2,325"
1001,46260,101,550603,General Fund,DCS Administration,Postage,"-3,759","-4,021","-6,000","-6,000"
1001,46260,101,550690,General Fund,DCS Administration,Public Art,‐,‐,"-50,000","-50,000"
1001,46260,101,550605,General Fund,DCS Administration,Travel & Mileage Reimbursement,‐,-140,-155,-150
1001,46260,101,560620,General Fund,DCS Administration,Office Supplies,"-9,827","-11,516","-13,390","-11,000"
1001,46260,101,560625,General Fund,DCS Administration,Clothing,‐,,‐,
1001,46260,101,581807,General Fund,DCS Administration,Loan Principal,"-1,022,146",‐,‐,
1001,46260,101,581808,General Fund,DCS Administration,Loan Interest Expense,"-22,032",‐,‐,
1001,46260,101,583670,General Fund,DCS Administration,Affordable Housing,"-500,000","-77,315","-303,108","-295,000"
1001,46260,101,585651,General Fund,DCS Administration,Retail Rehab Grants,‐,‐,"-55,000","-55,000"
